ACC nummer,Individnummer,Art,Provlämnare,Fynddatum,År,Kvartal,Månad,Insamlingsmetod,Insamlingskommentar,Minålder,Maxålder,Kön,Längd (cm),Vikt (kg),Späcktjocklek (cm),Provtyper,Cestoder,Nematoder,Hårddelar sparade,Lokal,Ort,Län,Landskap,Area 1,Area 2,Finskt nr,NRM kommentar,Käke i frys,Individkommentar,Fyndplatskommentar,Latitud,Longitud,Uppskattad position,DNA-prov vävnad,DNA-prov mage,DNA-prov tarm,DNA-prov spillning,Parasitbelastning - hakmask,Provdel - colon på burk,Provdel - lever,Provdel - mage,Provdel - muskel,Provdel - späck,Provdel - tarm,Sköts i närheten av fiskeredskap,Tom colon,Tom mage
A2021/05190,A2021/05190,knubbsäl,Naturhistoriska Riksmuseet,2020-10-01,2020,Q4,10,Jakt,Skjuten. Maginnehåll på påse från NRM,0,1,Hane,84.,,,,,,Ja,,,Västra Götalands län,,,,,,,,Ärtan (58.59 11.08),58.59,11.08,Nej,,,,,,,,,,,,,,
A2021/05191,A2021/05191,knubbsäl,Naturhistoriska Riksmuseet,2020-10-02,2020,Q4,10,Jakt,Skjuten - Maginnehåll på påse från NRM,0,1,,120.,,3,,,,Ja,,,Västra Götalands län,,,,,,,,Ärtan 58.22 11.36,58.22,11.36,Nej,,,,,,,,,,,,,,
A2021/05192,A2021/05192,knubbsäl,Naturhistoriska Riksmuseet,2020-10-01,2020,Q4,10,Jakt,Skjuten. Maginnehåll på påse från NRM,,,Hane,100.,,,,,,,,,Västra Götalands län,,,,,,,,Ärtan,58.22,11.36,Nej,,,,,,,,,,,,,,
A2021/05193,A2021/05193,knubbsäl,Naturhistoriska Riksmuseet,2020-10-01,2020,Q4,10,Jakt,Skjuten - Maginnehåll på påse från NRM,,,,98.,,,,,,Ja,,,Västra Götalands län,,,,,,,,S. Långö,58.56,11.07,Nej,,,,,,,,,,,,,,
A2021/05562,A2021/05562,knubbsäl,Naturhistoriska Riksmuseet,2020-11-02,2020,Q4,11,Funnen levande,Avlivad. Maginnehåll på påse från NRM,,,Hona,102.,,,,,,Ja,,,Västra Götalands län,,,,,,,,Fjällbacka (koordinater saknas). Musö (mellan Grebbestad och Fjällbacka),58.632378,11.256351,Nej,,,,,,,,,,,,,,
A2010/05287,A2010/05287,knubbsäl,Naturhistoriska Riksmuseet,2009-08-01,2009,Q3,08,Jakt,0,14,,,175.,,,,,,,,,,,,,,,,,N 58 14 E 11 25,58.233,11.417,Nej,,,,,,,,,,,,,,
A2010/05288,A2010/05288,knubbsäl,Naturhistoriska Riksmuseet,2009-12-21,2009,Q4,12,Jakt,0,0,1,,95.,,,,,,,,,,,,,,,,,N Havstenssund,58.383,11.2,Nej,,,,,,,,,,,,,,
A2011/05311,A2011/05311,knubbsäl,Naturhistoriska Riksmuseet,2010-11-19,2010,Q4,11,Jakt,0,7,,,159.,,,,,,,,,,,,,,,,,"Småholmarna, Strömstad",58.904,11.097,Nej,,,,,,,,,,,,,,
A2011/05312,A2011/05312,knubbsäl,Naturhistoriska Riksmuseet,2010-11-14,2010,Q4,11,Jakt,0,1,,,117.,,,,,,,,,,,,,,,,,"Småholmarna, Strömstad",58.904,11.097,Nej,,,,,,,,,,,,,,
A2011/05316,A2011/05316,knubbsäl,Naturhistoriska Riksmuseet,2010-11-09,2010,Q4,11,Jakt,0,6,,,140.,,,,,,,,,,,,,,,,,"Skagerrak, koordinater: N 58 7.999 E 11 23.028",58.133,11.384,Nej,,,,,,,,,,,,,,
A2011/05368,A2011/05368,knubbsäl,Naturhistoriska Riksmuseet,2010-09-08,2010,Q3,09,Jakt,0,5,,,140.,,,,,,,,,,,,,,,,,"Skagerrak, N 58 46 E 11 10",58.767,11.167,Nej,,,,,,,,,,,,,,
A2011/05374,A2011/05374,knubbsäl,Naturhistoriska Riksmuseet,2010-11-14,2010,Q4,11,Jakt,0,3,,,130.,,,,,,,,,,,,,,,,,"Småholmarna, Skagerrak, koordinater: N 58 54 E 11 05",58.9,11.083,Nej,,,,,,,,,,,,,,
A2011/05561,A2011/05561,knubbsäl,Naturhistoriska Riksmuseet,2011-11-04,2011,Q4,11,Jakt,0,13,,,160.,,,,,,,,,,,,,,,,,"Skagerrak, Klåvholmen, N 58 12.60 E 11 22.55",58.21,11.376,Nej,,,,,,,,,,,,,,
A2011/05562,A2011/05562,knubbsäl,Naturhistoriska Riksmuseet,2011-11-13,2011,Q4,11,Jakt,0,0,1,,110.,,,,,,,,,,,,,,,,,"Skagerrak, Klåvholmen, N 58 12.60 E 11 22.55",58.21,11.376,Nej,,,,,,,,,,,,,,
A2011/05563,A2011/05563,knubbsäl,Naturhistoriska Riksmuseet,2011-11-04,2011,Q4,11,Jakt,0,3,,,110.,,,,,,,,,,,,,,,,,"Skagerrak, Klåvholmen, N 58 12.60 E 11 22.55",58.21,11.376,Nej,,,,,,,,,,,,,,
A2011/05564,A2011/05564,knubbsäl,Naturhistoriska Riksmuseet,2011-11-04,2011,Q4,11,Jakt,0,13,,,175.,,,,,,,,,,,,,,,,,"Skagerrak, Klåvholmen, N 58 12.60 E 11 22.55",58.21,11.376,Nej,,,,,,,,,,,,,,
A2011/05565,A2011/05565,knubbsäl,Naturhistoriska Riksmuseet,2011-11-13,2011,Q4,11,Jakt,0,3,,,140.,,,,,,,,,,,,,,,,,"Skagerrak, Klåvholmen, N 58 12.60 E 11 22.55",58.21,11.376,Nej,,,,,,,,,,,,,,
A2011/05566,A2011/05566,knubbsäl,Naturhistoriska Riksmuseet,2011-11-13,2011,Q4,11,Jakt,0,5,,,170.,,,,,,,,,,,,,,,,,"Skagerrak, Klåvholmen, N 58 12.60 E 11 22.55",58.21,11.376,Nej,,,,,,,,,,,,,,
A2011/05567,A2011/05567,knubbsäl,Naturhistoriska Riksmuseet,2011-11-04,2011,Q4,11,Jakt,0,23,,,160.,,,,,,,,,,,,,,,,,"Skagerrak, Klåvholmen, N 58 12.60 E 11 22.55",58.21,11.376,Nej,,,,,,,,,,,,,,
A2012/05279,A2012/05279,knubbsäl,Naturhistoriska Riksmuseet,2011-12-30,2011,Q4,12,Jakt,0,18,,,151.,,,,,,,,,,,,,,,,,"Musö, Fjällbacka, N 58 41 E 11 18",58.637,11.242,Nej,,,,,,,,,,,,,,
A2012/05280,A2012/05280,knubbsäl,Naturhistoriska Riksmuseet,2011-12-30,2011,Q4,12,Jakt,0,7,,,145.,,,,,,,,,,,,,,,,,"Musö, Fjällbacka, N 58 38,195 E 11 14,505(position enl de angivna koordinater N 58 40 E 11 17 kan inte stämma, den ligger på land)",58.637,11.242,Nej,,,,,,,,,,,,,,
8F_2020_01,8F_2020_01,knubbsäl,Naturhistoriska Riksmuseet,2020-08-19,2020,Q3,08,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Björningarna, Havstensfjord",58.260779,11.82427,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
8F_2020_02,8F_2020_02,knubbsäl,Naturhistoriska Riksmuseet,2020-08-19,2020,Q3,08,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Björningarna, Havstensfjord",58.260779,11.82427,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
8F_2020_03,8F_2020_03,knubbsäl,Naturhistoriska Riksmuseet,2020-08-19,2020,Q3,08,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Björningarna, Havstensfjord",58.260779,11.82427,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
8F_2020_04,8F_2020_04,knubbsäl,Naturhistoriska Riksmuseet,2020-08-19,2020,Q3,08,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Björningarna, Havstensfjord",58.260779,11.82427,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
8F_2020_05,8F_2020_05,knubbsäl,Naturhistoriska Riksmuseet,2020-08-19,2020,Q3,08,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Björningarna, Havstensfjord",58.260779,11.82427,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
8F_2020_06,8F_2020_06,knubbsäl,Naturhistoriska Riksmuseet,2020-08-19,2020,Q3,08,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Björningarna, Havstensfjord",58.260779,11.82427,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
8F_2020_07,8F_2020_07,knubbsäl,Naturhistoriska Riksmuseet,2020-08-19,2020,Q3,08,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Björningarna, Havstensfjord",58.260779,11.82427,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
8F_2020_08,8F_2020_08,knubbsäl,Naturhistoriska Riksmuseet,2020-09-18,2020,Q3,09,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Gulskär, Halsefjorden",58.111043,11.785637,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
8F_2020_09,8F_2020_09,knubbsäl,Naturhistoriska Riksmuseet,2020-09-18,2020,Q3,09,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Gulskär, Halsefjorden",58.111043,11.785637,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
8F_2020_10,8F_2020_10,knubbsäl,Naturhistoriska Riksmuseet,2020-09-18,2020,Q3,09,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Gulskär, Halsefjorden",58.111043,11.785637,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
8F_2020_11,8F_2020_11,knubbsäl,Naturhistoriska Riksmuseet,2020-09-18,2020,Q3,09,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Gulskär, Halsefjorden",58.111043,11.785637,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
8F_2020_12,8F_2020_12,knubbsäl,Naturhistoriska Riksmuseet,2020-09-18,2020,Q3,09,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,,"Gulskär, Halsefjorden",58.111043,11.785637,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
GULL_2020_07,GULL_2020_07,knubbsäl,Naturhistoriska Riksmuseet,2020-03-27,2020,Q1,03,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,DNA,Ärten,58.37833,11.600946,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
GULL_2020_10,GULL_2020_10,knubbsäl,Naturhistoriska Riksmuseet,2020-04-11,2020,Q2,04,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,DNA,Hågarnsskär,58.262048,11.471438,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
GULL_2020_11,GULL_2020_11,knubbsäl,Naturhistoriska Riksmuseet,2020-04-11,2020,Q2,04,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,DNA,Hågarnsskär,58.262048,11.471438,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
GULL_2020_15,GULL_2020_15,knubbsäl,Naturhistoriska Riksmuseet,2020-08-21,2020,Q3,08,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,DNA,Hågarnsskär,58.262048,11.471438,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
GULL_2020_17,GULL_2020_17,knubbsäl,Naturhistoriska Riksmuseet,2020-08-21,2020,Q3,08,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,DNA,Hågarnsskär,58.262048,11.471438,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
GULL_2020_23,GULL_2020_23,knubbsäl,Naturhistoriska Riksmuseet,2020-09-02,2020,Q3,09,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,DNA,Hågarnsskär,58.262048,11.471438,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
GULL_2020_24,GULL_2020_24,knubbsäl,Naturhistoriska Riksmuseet,2020-09-02,2020,Q3,09,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,DNA,Hågarnsskär,58.262048,11.471438,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
GULL_2020_28,GULL_2020_28,knubbsäl,Naturhistoriska Riksmuseet,2020-09-02,2020,Q3,09,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,DNA,Hågarnsskär,58.262048,11.471438,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
GULL_2020_29,GULL_2020_29,knubbsäl,Naturhistoriska Riksmuseet,2020-09-02,2020,Q3,09,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,DNA,Hågarnsskär,58.262048,11.471438,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
GULL_2020_36,GULL_2020_36,knubbsäl,Naturhistoriska Riksmuseet,2020-09-19,2020,Q3,09,Spillning,,,,,,,,,,,,,,Västra Götalands län,,,,,,,DNA,Hågarnsskär,58.262048,11.471438,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
A2010/05286,A2010/05286,knubbsäl,Naturhistoriska Riksmuseet,2009-12-11,2009,Q4,12,Jakt,0,19,,Hona,145.,,,,,,,,,,,,,,,,,N 58 14 E 11 25,58.233,11.417,Nej,,,,,,,,,,,,,,
A2014/05329,A2014/05329,knubbsäl,Naturhistoriska Riksmuseet,2013-09-20,2013,Q3,09,Jakt,"Skjuten, ej intill fiskeredskap. Mage, tunntarm",3,,Okänd,143.,,,,,10-49,Ja,Yttre Tistlarna,,Västra Götalands län,,,,,,,träbit,"Kattegatt, VG, koordinater: N 57 30 E 11 43",57.511237,11.731138,Ja,Ja,,Ja,,Ja,,,,,,,,,
A2014/05330,A2014/05330,knubbsäl,Naturhistoriska Riksmuseet,2013-09-20,2013,Q3,09,Jakt,"Skjuten, ej intill fiskeredskap. Mage, tunntarm",0,1,Hona,120.,,,,,10-49,Ja,Yttre Tistlarna,,Västra Götalands län,,,,,,,,"Kattegatt, VG, koordinater: N 57 30 E 11 43",57.511237,11.731138,Ja,Ja,,Ja,,,,,,,,,,,
A2014/05634,A2014/05634,knubbsäl,Naturhistoriska Riksmuseet,2014-09-07,2014,Q3,09,Jakt,"Skjuten vid fiskeredskap, nät. Mage, tunntarm, colon på burk.",31,,Hona,150.,,,,,10-49,Nej,,,Västra Götalands län,,,,,,,,"Lövö, Kattegatt. Koordinater: N 57 34.04 E 11 53.43",57.567599,11.895361,Ja,Ja,,Ja,,Ja,,,,,,,,Ja,Ja
A2014/05331,A2014/05331,knubbsäl,Naturhistoriska Riksmuseet,2013-09-20,2013,Q3,09,Jakt,"Skjuten
Mage, tarm",3,,Hona,110.,,,,,10-49,Ja,,,Hallands län,,,,,,,,"Kattegatt, VG, koordinater: N 57 30 E 11 47",57.500285,11.784382,Ja,Ja,,Ja,,Ja,,,,,,,,,
B2025/00053,B2025/00053,knubbsäl,Naturhistoriska Riksmuseet,,,Q,,Jakt,saknar bakgrundsdata från NRM,,,,,,,,,0-9,Ja,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,Ja,
A2020/05611,A2020/05611,knubbsäl,Naturhistoriska Riksmuseet,2015-10-10,2015,Q4,10,Jakt,Skjuten vid nät. Västra Götaland,,,Hane,180.,,,,,10-49,Ja,,,Västra Götalands län,,,,,"Kattegatt, VG",,,,,,Ja,Ja,,Ja,,,,,Ja,,,Ja,,,
B2025/00026,B2025/00026,knubbsäl,Naturhistoriska Riksmuseet,,,Q,,Jakt,Saknar bakgrundsinfo från NRM,,,,,,,,,0,Ja,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,,
A2019/05051,A2019/05051,knubbsäl,Naturhistoriska Riksmuseet,2018-10-01,2018,Q4,10,Jakt,"Skjuten, ej angett en beskrivning av fyndomständighet.",12,,,175.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,Stöveln. N58 28.0300 E11 14.5400. Koord. från insamlare.,58.467167,11.242333,Nej,,,,,,,,,,,,,,
A2020/05608,A2020/05608,knubbsäl,Naturhistoriska Riksmuseet,2015-09-12,2015,Q3,09,Jakt,Skjuten,,,,163.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,"Hela fiskar dör det finns referensotoliter
10cm - 10 st
8,5 cm - 10 st
7,5 cm - 2 st
7 - 2 st

1 other fish unknown -16 cm",Norra Grimle,58.540878,11.17613,Nej,,,Ja,,Ja,,,Ja,,,Ja,,,
A2012/05334,A2012/05334,knubbsäl,Naturhistoriska Riksmuseet,2011-12-19,2011,Q4,12,Jakt,Skjuten. Torrt material från Annika NRM,11,,,152.,,,,,,,,,Västra Götalands län,,,,,,,,"Skagerrak, Brandskär, Lysekil. Koordinater: N 58 17.761 E 11 20.376",58.296,11.3396,Nej,,,,,,,,,,,Ja,,,
A2015/05181,A2015/05181,knubbsäl,Naturhistoriska Riksmuseet,2014-12-21,2014,Q4,12,Jakt,Skjuten. Torrt material från Annika NRM,5,,,130.,,,,,,,,,Västra Götalands län,,,,,,,,"Nordynga, Fjällbacka, Skagerrack. Koordinater: N 58 35.31 E 11 13.32",58.585167,11.222,Nej,,,,,,,,Ja,,,Ja,,,
A2014/05635,A2014/05635,knubbsäl,Naturhistoriska Riksmuseet,2014-09-07,2014,Q3,09,Jakt,"Lövö, Kattegatt. Koordinater: N 57 34.04 E 11 53.54",,,Hane,170.,,,,,10-49,Ja,Lövö,,Västra Götalands län,,,,,Räknas som skjuten i Kattegatt av NRM,,,,57.567323,11.892335,Ja,Ja,,Ja,,Ja,,,Ja,,,Ja,,,
B2025/00025,B2025/00025,knubbsäl,Naturhistoriska Riksmuseet,,,Q,,Jakt,Saknar bakgrundsinfo från NRM,,,,,,,,,,Ja,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,,
A2015/05073,A2015/05073,knubbsäl,Naturhistoriska Riksmuseet,2015-01-16,2015,Q1,01,Funnen död,"Funnen död. Mage, tarm",9,,Hona,154.,,,,,10-49,Ja,,,Skåne län,,,,,,,tarm analyserad = del opåverkad av tarmvred,"Falsterbosjögatan, Egentliga Östersjön. Koordinater: N 55 23.0179 E 12 49.6331 (Koordinater ang. i decimalsekunder på orig. acclappen N 55 23 1.07 E 12 49 37.99)",55.383011,12.817268,Ja,Ja,,Ja,,,,,,,,,,,
A2013/05250,A2013/05250,knubbsäl,Naturhistoriska Riksmuseet,2013-05-01,2013,Q2,05,Jakt,"Skjuten. Mage, tarm",1,,Okänd,102.,,,,,,Nej,,,Västra Götalands län,,,,,,,,"Rammen, Skagerrak, N 58 20.905 E 11 17.099",58.34838,11.285191,Ja,Ja,,Ja,,Ja,,,,,,,,Ja,Ja
A2020/05471,A2020/05471,knubbsäl,Naturhistoriska Riksmuseet,2016-02-25,2016,Q1,02,Jakt,"Jakt. Mage, tarm",,,Hona,143.,75.,,,,,,,,Hallands län,,,,,,,,Svartbräkorna Kungsbacka,57.349999,12.058331,Ja,,,,,,,,,,,,,,
A2013/05254,A2013/05254,knubbsäl,Naturhistoriska Riksmuseet,2012-10-03,2012,Q4,10,Jakt,"Skjuten, skyddsjakt. Mage, tarm",7,,Hona,144.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,,"Ystholmen, Resö, Skagerrak, N 58 46.387 E 11 9.954",58.77334,11.167586,Ja,Ja,,Ja,,Ja,,,,,,,,,
A2014/05108,A2014/05108,knubbsäl,Naturhistoriska Riksmuseet,,,Q,,Jakt,"Hittar ej i NRM data. Enligt uppgift på lappen KS jakt-13 N-län, hona",,,Hona,,,,,,0-9,Nej,,,Hallands län,,,,,,,,,,,Ja,Ja,,Ja,,Ja,,,,,,,,Ja,Ja
A2020/05932,A2020/05932,knubbsäl,Naturhistoriska Riksmuseet,,,Q,,Jakt,Hittar ej i NRM data. Enligt uppgift på lappen jakt 2015,,,,,,,,,50-99,Ja,,,,,,,,,,,,,,Ja,Ja,,Ja,,,,,,,,,,,
A2014/05464,A2014/05464,knubbsäl,Naturhistoriska Riksmuseet,2014-08-23,2014,Q3,08,Jakt,"Skjuten, ej intill fiskeredskap - Mage, tarm, colon på burk",7,,Hona,125.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,Blodig mage - Burk sönder,"Kattegatt, marstrandsområdet. Koordinater: N 57 53.01 E 11 33.49",57.8835,11.5582,Nej,Ja,,Ja,,Ja,,,,,,,,,
A2020/05530,A2020/05530,knubbsäl,Naturhistoriska Riksmuseet,2016-01-02,2016,Q1,01,Jakt,Skjuten. Adult,,,Hane,165.,,5,,,10-49,Ja,,,,,,,,,,"Mage: sten, fjäder, godispapper","Uppgifter om fyndplats, koordinater, etc. saknas.",,,Ja,Ja,,Ja,,Ja,,,,,,,,,
A2014/05112,A2014/05112,knubbsäl,Naturhistoriska Riksmuseet,2013-11-10,2013,Q4,11,Jakt,"Skjuten. Mage, tarm, colon på burk",11,,Hona,154.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,"Metallbit, crustacea, sten, alger","Ystholmen, Havstensund, Skagerack. Koordinater: N 58 46.422 E 11 9.913",58.773496,11.16756,Ja,Ja,,Ja,,Ja,,,,,,,,,
A2021/05049,A2021/05049,knubbsäl,Naturhistoriska Riksmuseet,2020-10-01,2020,Q4,10,Jakt,Skjuten vid bur. Maginnehåll på påse från NRM. Adult,,,Hane,155.,70.,3,,,100-199,Ja,,,Hallands län,,,,,,,,,57.435167,11.886167,Ja,,,,,,,,,,,,,,
A2015/05085,A2015/05085,knubbsäl,Naturhistoriska Riksmuseet,2014-11-25,2014,Q4,11,Funnen död,"Funnen död. Mage, tarm",30,,Hona,145.,,,,,10-49,Ja,,,Skåne län,,,,,,,,"Falsterbo, Egentliga Östersjön. Koordinater: N 55 24.9 E 12 49.32",55.401536,12.825165,Ja,Ja,,Ja,,Ja,,,,,,,,,
A2019/05259,A2019/05259,knubbsäl,Naturhistoriska Riksmuseet,2018-11-21,2018,Q4,11,Jakt,Skjuten. Maginnehåll på påse från NRM,8,,Hona,145.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,Ystholmen. Koordinater enlit insamlare. N 58 46. E 11 10.,58.77334,11.167586,Ja,,,,,,,,,,,,,,
A2013/05258,A2013/05258,knubbsäl,Naturhistoriska Riksmuseet,2012-10-01,2012,Q4,10,Jakt,"Skjuten. Mage, tarm",0,1,Hane,95.,,,,,0-9,Ja,,,Västra Götalands län,,,,,,,,"Ystholmen, Havstensund, Skagerrak, N 58 46.387 E 11 09.954",58.77334,11.167586,Ja,Ja,,Ja,,Ja,,,,,,,,,
A2016/05660,A2016/05660,knubbsäl,Naturhistoriska Riksmuseet,2016-10-02,2016,Q4,10,Jakt,"Skjuten. Mage, tarm, colon på burk",3,,Hona,120.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,Insekt + delar av,Skagerrak N58 32 E11 11 (kooridnat enl. insamlaren),58.542327,11.185284,Ja,Ja,,Ja,,Ja,,,,,,,,,
A2014/05328,A2014/05328,knubbsäl,Naturhistoriska Riksmuseet,2013-09-20,2013,Q3,09,Jakt,"Skjuten, ej intill fiskeredskap. Mage, tarm, colon på burk",1,,Hane,120.,,,,,10-49,Ja,Yttre Tistlarna,,Västra Götalands län,,,,,,,,"Kattegatt, VG, koordinater: N 57 30 E 11 43",57.508078,11.730652,Ja,Ja,,Ja,,Ja,,,,,,,,,
A2020/05567,A2020/05567,knubbsäl,Naturhistoriska Riksmuseet,2016-01-02,2016,Q1,01,Jakt,"Mage, tarm",,,,125.,,,,,10-49,Ja,,,Västra Götalands län,,,,,,,"Jakt ""2015"" på lapp, ""2016"" i data",,58.564778,11.221944,Nej,Ja,,Ja,,,,,,,,,,,
A2016/05657,A2016/05657,knubbsäl,Naturhistoriska Riksmuseet,2016-10-01,2016,Q4,10,Jakt,Skjuten,1,,Hane,135.,,,,,0-9,Ja,Svarta flut,Grebbestad,Västra Götalands län,,,,,,,,Skagerrak N58 38.779 E11 12.669 (koordinat enl. insamlaren),58.64665,11.211011,Ja,Ja,,Ja,,Ja,Ja,,Ja,,,Ja,,,
A2015/05334,A2015/05334,knubbsäl,Naturhistoriska Riksmuseet,2015-04-21,2015,Q2,04,Jakt,Skjuten. Torrt material från Annika NRM,2,,,105.,,,,,,,,,Västra Götalands län,,,,,,,,Skagerrak. Koordinater: N 58 46 E 11 10,58.766667,11.166667,Nej,,,,,,,,Ja,,,Ja,,,
A2020/05137,A2020/05137,knubbsäl,Naturhistoriska Riksmuseet,2020-02-20,2020,Q1,02,Jakt,Skjuten. Saknar koordinater - ej dietanalys,,,,138.,,,,,,,,,,,,,,,,,,,,Nej,,,,,,,,,,,,,,
KS_2025_01,KS_2025_01,knubbsäl,Egen insamling HLAB,2025-08-20,2025,Q3,08,Spillning,,,,,,,,,,,,Kulan,Yttre Gullmarn,Västra Götalands län,,,,,,,,"Kulan, Yttre Gullmarn",58.253418,11.360054,Ja,,,,Ja,,,,,,,,,,
KS_2025_02,KS_2025_02,knubbsäl,Egen insamling HLAB,2025-08-20,2025,Q3,08,Spillning,,,,,,,,,,,,Kulan,Yttre Gullmarn,Västra Götalands län,,,,,,,,"Kulan, Yttre Gullmarn",58.253418,11.360054,Ja,,,,Ja,,,,,,,,,,
KS_2025_04,KS_2025_04,knubbsäl,Egen insamling HLAB,2025-08-20,2025,Q3,08,Spillning,,,,,,,,,,,,Kulan,Yttre Gullmarn,Västra Götalands län,,,,,,,,"Kulan, Yttre Gullmarn",58.253418,11.360054,Ja,,,,Ja,,,,,,,,,,
KS_2025_08,KS_2025_08,knubbsäl,Egen insamling HLAB,2025-08-20,2025,Q3,08,Spillning,,,,,,,,,,,,Kulan,Yttre Gullmarn,Västra Götalands län,,,,,,,,"Kulan, Yttre Gullmarn",58.253418,11.360054,Ja,,,,,,,,,,,,,,
KS_2025_13,KS_2025_13,knubbsäl,Egen insamling HLAB,2025-08-20,2025,Q3,08,Spillning,,,,,,,,,,,,Gula skären,Yttre Gullmarn,Västra Götalands län,,,,,,,,"Gula skären, Yttre Gullmarn",58.253802,11.362286,Ja,,,,,,,,,,,,,,
KS_2025_16,KS_2025_16,knubbsäl,Egen insamling HLAB,2025-08-20,2025,Q3,08,Spillning,,,,,,,,,,,,Gula skären,Yttre Gullmarn,Västra Götalands län,,,,,,,,"Gula skären, Yttre Gullmarn",58.253802,11.362286,Ja,,,,,,,,,,,,,,
KS_2025_18,KS_2025_18,knubbsäl,Egen insamling HLAB,2025-08-20,2025,Q3,08,Spillning,,,,,,,,,,,,Gula skären,Yttre Gullmarn,Västra Götalands län,,,,,,,,"Gula skären, Yttre Gullmarn",58.253802,11.362286,Ja,,,,,,,,,,,,,,
KS_2025_19,KS_2025_19,knubbsäl,Egen insamling HLAB,2025-08-20,2025,Q3,08,Spillning,,,,,,,,,,,,Gula skären,Yttre Gullmarn,Västra Götalands län,,,,,,,,"Gula skären, Yttre Gullmarn",58.253802,11.362286,Ja,,,,,,,,,,,,,,
KS_2025_20,KS_2025_20,knubbsäl,Egen insamling HLAB,2025-08-20,2025,Q3,08,Spillning,,,,,,,,,,,,Gula skären,Yttre Gullmarn,Västra Götalands län,,,,,,,,"Gula skären, Yttre Gullmarn",58.253802,11.362286,Ja,,,,,,,,,,,,,,
KS_2025_21,KS_2025_21,knubbsäl,Egen insamling HLAB,2025-08-20,2025,Q3,08,Spillning,,,,,,,,,,,,Gula skären,Yttre Gullmarn,Västra Götalands län,,,,,,,,"Gula skären, Yttre Gullmarn",58.253802,11.362286,Ja,,,,,,,,,,,,,,
KS_2025_22,KS_2025_22,knubbsäl,Egen insamling HLAB,2025-08-20,2025,Q3,08,Spillning,,,,,,,,,,,,Gula skären,Yttre Gullmarn,Västra Götalands län,,,,,,,,"Gula skären, Yttre Gullmarn",58.253802,11.362286,Ja,,,,,,,,,,,,,,
