ACC nummer,Individnummer,Art,Provlämnare,Fynddatum,År,Kvartal,Månad,Insamlingsmetod,Insamlingskommentar,Minålder,Maxålder,Kön,Längd (cm),Vikt (kg),Späcktjocklek (cm),Provtyper,Cestoder,Nematoder,Hårddelar sparade,Lokal,Ort,Län,Landskap,Area 1,Area 2,Finskt nr,NRM kommentar,Käke i frys,Individkommentar,Fyndplatskommentar,Latitud,Longitud,Uppskattad position,DNA-prov vävnad,DNA-prov mage,DNA-prov tarm,DNA-prov spillning,Parasitbelastning - hakmask,Provdel - colon på burk,Provdel - lever,Provdel - mage,Provdel - muskel,Provdel - späck,Provdel - tarm,Sköts i närheten av fiskeredskap,Tom colon,Tom mage
KS_2023_03,KS_2023_03,knubbsäl,Naturhistoriska Riksmuseet,2023-01-20,2023,Q1,01,Jakt,,,,Hona,175.,,4.8,,0,10-49,Ja,,,Västra Götalands län,,,,,,,blodig mage. Jag mätte späck till 6 cm,Galten,57.9922149,11.7392319,Nej,Ja,Nej,Ja,Nej,,,,,,,,,,
KS_2023_04,KS_2023_04,knubbsäl,Naturhistoriska Riksmuseet,2023-01-19,2023,Q1,01,Jakt,,,,Hane,165.,,3.5,,0,100-199,Ja,,,Västra Götalands län,,,,,,,"blodig mage, magsår fullt med nematider",Viten,57.9543018,11.6889097,Nej,Ja,Nej,Ja,Nej,,,,,,,,,,
KS_2023_05,KS_2023_05,knubbsäl,Naturhistoriska Riksmuseet,2023-01-27,2023,Q1,01,Jakt,,,,Hane,100.,,3.5,,0,0,Ja,,,Västra Götalands län,,,,,,,tom mage förutom gult guck - osäker på om det är frusem magsakt tog DNA,Ormholmen,58.0805489,11.594463,Nej,Ja,Ja,Ja,Nej,,,,,,,,,,
KS_2023_06,KS_2023_06,knubbsäl,Naturhistoriska Riksmuseet,2023-01-03,2023,Q1,01,Jakt,,,,Hane,98.,,2.7,,0,10-49,Ja,,,Västra Götalands län,,,,,,,"tom mage, ej käke",Fahnholmen,58.107224,11.784518,Nej,Ja,Ja,Ja,Nej,,,,,,,,,,
KS_2023_07,KS_2023_07,knubbsäl,Naturhistoriska Riksmuseet,2023-01-20,2023,Q1,01,Jakt,,,,Hane,155.,,3.7,,0,0,Ja,,,Västra Götalands län,,,,,,,tom mage,Galten,57.9922149,11.7392319,Nej,Ja,Nej,Ja,Nej,,,,,,,,,,
KS_2023_08,KS_2023_08,knubbsäl,Naturhistoriska Riksmuseet,2023-01-19,2023,Q1,01,Jakt,,,,Hane,187.,,3.7,,0,10-49,Ja,,,Västra Götalands län,,,,,,,"tom mage, troligtvis mkt gammal individ då tänderna var nednötta",Viten,57.9593018,11.6889097,Nej,Ja,Nej,Ja,Nej,,,,,,,,,,
KS_2023_09,KS_2023_09,knubbsäl,Naturhistoriska Riksmuseet,2023-01-21,2023,Q1,01,Jakt,,,,Hona,143.,60.,4.5,,,,Nej,,,Västra Götalands län,,,,,,,"endast livmoder med foster 35 cm. DNA tagen på mamma + foster. Ingen mage, ingen tarm.",Brunosten,57.934857,11.626368,Nej,Ja,Nej,Nej,Nej,,,,,,,,,,
KS_2023_10,KS_2023_10,knubbsäl,Naturhistoriska Riksmuseet,2023-01-21,2023,Q1,01,Jakt,,,,Hona,149.,70.,5.5,,,,Nej,,,Västra Götalands län,,,,,,,"endast livmoder med foster 30 cm. DNA tagen på mamma + foster. Ingen mage, ingen tarm.",Brunosten,57.934857,11.626368,Nej,Ja,Nej,Nej,Nej,,,,,,,,,,
KS_2023_11,KS_2023_11,knubbsäl,Naturhistoriska Riksmuseet,2023-01-22,2023,Q1,01,Jakt,,,,Hane,143.,70.,4.5,,0,50-99,Ja,,,Västra Götalands län,,,,,,,colon saknas,Skinteskär,57.941709,11.554022,Nej,Ja,Ja,Nej,Nej,,,,,,,,,,
KS_2023_12,KS_2023_12,knubbsäl,Naturhistoriska Riksmuseet,2023-01-21,2023,Q1,01,Jakt,,,,Hona,151.,90.,7.5,,0,,Nej,,,Västra Götalands län,,,,,,,"endast livmoder med foster 35 cm. DNA tagen på mamma + foster. Ingen mage, ingen tarm.",Brunosten,57.934857,11.626368,Nej,Ja,Nej,Nej,Nej,,,,,,,,,,
KS_2023_13,KS_2023_13,knubbsäl,Naturhistoriska Riksmuseet,2023-04-13,2023,Q2,04,Jakt,,,,Hona,103.,,2,,0,0,Ja,,,Västra Götalands län,,,,,,,"0-10 hakmask i colon, späck, lever, muskel sparad","Högholmen, Kornö",58.306591,11.397109,Nej,Ja,Ja,Ja,Nej,,,,,,,,,,
KS_2023_14,KS_2023_14,knubbsäl,Naturhistoriska Riksmuseet,2023-03-19,2023,Q1,03,Jakt,,,,Hona,105.,,3.7,,0,50-99,Ja,,,Västra Götalands län,,,,,,,tom mage,"Lille-Röd, Stigfjorden",58.068151,11.618466,Nej,Ja,Nej,Ja,Nej,,,,,,,,,,
KS_2023_15,KS_2023_15,knubbsäl,Naturhistoriska Riksmuseet,2023-03-30,2023,Q1,03,Jakt,,,,Hane,120.,,2.2,,0,10-49,Ja,,,Västra Götalands län,,,,,,,"tom mage, blodig mage","Gulskär vid Lilleröd, Stigfjorden",58.067056,11.630232,Nej,Ja,Nej,Ja,Nej,,,,,,,,,,
KS_2023_16,KS_2023_16,knubbsäl,Naturhistoriska Riksmuseet,2023-03-19,2023,Q1,03,Jakt,,,,Hona,159.,,6.5,,0,0-9,Ja,,,Västra Götalands län,,,,,,,"jag mätte medskickad späckbit till 3,5 - jägaren angav 6,5","Lille-Röd, Stigfjorden",58.068151,11.618466,Nej,Ja,Ja,Ja,Nej,,,,,,,,,,
KS_2023_17,KS_2023_17,knubbsäl,Naturhistoriska Riksmuseet,2023-02-05,2023,Q1,02,Jakt,,,,Hona,102.,,3.1,,0,0-9,Ja,,,Västra Götalands län,,,,,,,2 hakmask i tarm,"Björken, Mollön",58.059567,11.480018,Nej,Ja,Ja,Ja,Nej,,,,,,,,,,
KS_2023_18,KS_2023_18,knubbsäl,Naturhistoriska Riksmuseet,2023-04-18,2023,Q2,04,Jakt,,,,Hona,98.,,1.5,,0,0,Ja,,,Västra Götalands län,,,,,,,0-100 hakmask i colon,"Lågan, utanför Soteskär",58.41,11.1,Nej,Ja,Ja,Ja,Nej,,,,,,,,,,
KS_2023_19,KS_2023_19,knubbsäl,Naturhistoriska Riksmuseet,2023-04-18,2023,Q2,04,Jakt,,,,Hane,109.,,2,,0,0-9,Ja,,,Västra Götalands län,,,,,,,tom mage,"Lågan, utanför Soteskär",58.41,11.1,Nej,Ja,Nej,Ja,Nej,,,,,,,,,,
KS_2023_20,KS_2023_20,knubbsäl,Naturhistoriska Riksmuseet,2023-02-27,2023,Q1,02,Jakt,,,,Hane,165.,,5.7,,0,10-49,Ja,,,Västra Götalands län,,,,,,,tom mage,Koppholmen flu,58.08144,11.417843,Nej,Ja,Nej,Ja,Nej,,,,,,,,,,
KS_2023_21,KS_2023_21,knubbsäl,Naturhistoriska Riksmuseet,2023-03-29,2023,Q1,03,Jakt,,,,Hona,159.,,5.6,,0,50-99,Ja,,,Västra Götalands län,,,,,,,1 hakmask i colon,Majviken,58.204163,11.867346,Nej,Ja,Ja,Ja,Nej,,,,,,,,,,
KS_2023_22,KS_2023_22,knubbsäl,Naturhistoriska Riksmuseet,2023-03-16,2023,Q1,03,Jakt,,,,Hona,159.,,7.5,,0,10-49,Ja,,,Västra Götalands län,,,,,,,1 hakmask i colon. Sälen var på födosök,Söskär,58.067576,11.423146,Nej,Ja,Ja,Ja,Nej,,,,,,,,,,
KS_2023_23,KS_2023_23,knubbsäl,Naturhistoriska Riksmuseet,2023-03-29,2023,Q1,03,Jakt,,,,Hona,105.,,2.7,,0,10-49,Ja,,,Västra Götalands län,,,,,,,,Fahnholmarna,58.110535,11.78701,Nej,Ja,Ja,Ja,Nej,,,,,,,,,,
KS_2023_24,KS_2023_24,knubbsäl,Naturhistoriska Riksmuseet,2023-09-06,2023,Q3,09,Jakt,,,,Hona,135.,40.,2,,0,10-49,Ja,,,Västra Götalands län,,,,,,,"plastbit i mage, tom mage, 0-10 hakmask i colon",Brudskär,58.546696,11.202065,Nej,Ja,Nej,Ja,Nej,,,,,,,,,,
KS_2023_25,KS_2023_25,knubbsäl,Naturhistoriska Riksmuseet,2023-09-06,2023,Q3,09,Jakt,,,,Hane,147.,60.,2.5,,0,10-49,Ja,,,Västra Götalands län,,,,,,,"tom mage, 0-10 hakmask i colon",Brudskär,58.546696,11.202065,Nej,Ja,Nej,Ja,Nej,,,,,,,,,,
KS_2023_26,KS_2023_26,knubbsäl,Naturhistoriska Riksmuseet,2023-09-02,2023,Q3,09,Jakt,,,,Hane,165.,80.,2.5,,0,100-199,Ja,,,Västra Götalands län,,,,,,,tog ej DNA mage - mest nematoder,"Lågan, utanför Soteskär",58.41,11.1,Nej,Ja,Nej,Ja,Nej,,,,,,,,,,
KS_2023_27,KS_2023_27,knubbsäl,Naturhistoriska Riksmuseet,2023-09-02,2023,Q3,09,Jakt,,,,Hane,158.,70.,2.5,,0,10-49,Ja,,,Västra Götalands län,,,,,,,konstigt ljust bajs,"Lågan, utanför Soteskär",58.41,11.1,Nej,Ja,Nej,Ja,Nej,,,,,,,,,,
KS_2023_28,KS_2023_28,knubbsäl,Naturhistoriska Riksmuseet,2023-09-02,2023,Q3,09,Jakt,,,,Hane,135.,40.,3,,0,0-9,Ja,,,Västra Götalands län,,,,,,,mkt bajs men inga otoliter,"Lågan, utanför Soteskär",58.41,11.1,Nej,Ja,Nej,Ja,Nej,,,,,,,,,,
KS_2023_29,KS_2023_29,knubbsäl,Naturhistoriska Riksmuseet,2023-11-15,2023,Q4,11,Jakt,,,,Hane,131.,,2.1,,0,0-9,Ja,,,Västra Götalands län,,,,,,,ål utan huvud - minst 55 cm lång,"Lovarna, Stenungsund",58.077062,11.754726,Nej,Ja,Nej,Ja,Nej,,,,,,,,,,
KS_2023_30,KS_2023_30,knubbsäl,Naturhistoriska Riksmuseet,2023-05-14,2023,Q2,05,Jakt,,,,Hona,149.,,4.7,,0,0-9,Ja,,,Västra Götalands län,,,,,,,"4 st näbbgädda utan huvuden 55, 35, 35, 30 cm",Fahrholmen,58.108271,11.784856,Nej,Ja,Ja,Ja,Nej,,,,,,,,,,
KS_2023_31,KS_2023_31,knubbsäl,Naturhistoriska Riksmuseet,2023-10-22,2023,Q4,10,Jakt,,,,Hane,124.,40.,3.8,,0,0,Ja,,,Västra Götalands län,,,,,,,,Stigfjorden,58.0802426,11.5944852,Nej,Ja,Ja,Ja,Nej,,,,,,,,,,
KS_2023_32,KS_2023_32,knubbsäl,Naturhistoriska Riksmuseet,2023-10-22,2023,Q4,10,Jakt,,,,Hane,121.,35.,4.2,,0,0-9,Ja,,,Västra Götalands län,,,,,,,,Stigfjorden,58.0802426,11.5944852,Nej,Ja,Ja,Ja,Nej,,,,,,,,,,
KS_2023_33,KS_2023_33,knubbsäl,Naturhistoriska Riksmuseet,2023-02-26,2023,Q1,02,Jakt,,,,Hona,90.,15.,2.5,,0,10-49,Ja,,,Västra Götalands län,,,,,,,tom mage,Stora Skinteskär,57.942164,11.552756,Nej,Ja,Ja,Ja,Nej,,,,,,,,,,
KS_2023_34,KS_2023_34,knubbsäl,Naturhistoriska Riksmuseet,2023-04-03,2023,Q2,04,Jakt,,,,Hona,116.,27.,4,,0,0-9,Ja,,,Västra Götalands län,,,,,,,tom mage,Stigbergsholmen,58.010114,11.460956,Nej,Ja,Ja,Ja,Nej,,,,,,,,,,
KS_2023_35,KS_2023_35,knubbsäl,Naturhistoriska Riksmuseet,2023-11-12,2023,Q4,11,Jakt,,,,Hona,122.,35.,2.5,,0,0-9,Ja,,,Västra Götalands län,,,,,,,3 st bläckfiskar 10-armade (frågade Babba och troligtvis 2 Rossia och 1 Sepietta) + 2 räkor,"Syd Långö, Strömstad",58.935901,11.120353,Nej,Ja,Ja,Ja,Nej,,,,,,,,,,
KS_2023_36,KS_2023_36,knubbsäl,Naturhistoriska Riksmuseet,2023-12-14,2023,Q4,12,Jakt,,,,Hane,151.,60.,4.2,,0,100-199,Ja,,,Västra Götalands län,,,,,,,Rocka i magen + rockaägga,"Syd Långö, Strömstad",58.935901,11.120353,Nej,Ja,Nej,Ja,Nej,,,,,,,,,,
KS_2023_37,KS_2023_37,knubbsäl,Naturhistoriska Riksmuseet,2023-09-01,2023,Q3,09,Jakt,,,,,,40.,,,,0-9,Ja,,,Västra Götalands län,,,,,,,"hakmask I colon, tom mage, kalla NV register",Smögen,58.345873,11.183193,Nej,Ja,Ja,Ja,Nej,,,,,,,,,,
KS_2023_38,KS_2023_38,knubbsäl,Naturhistoriska Riksmuseet,2023-09-01,2023,Q3,09,Jakt,,,,,,40.,,,,10-49,Ja,,,Västra Götalands län,,,,,,,"kalla NV register,",Smögen,58.345873,11.183193,Nej,Ja,Ja,Ja,Nej,,,,,,,,,,
KS_2023_39,KS_2023_39,knubbsäl,Naturhistoriska Riksmuseet,2023-09-01,2023,Q3,09,Jakt,,,,,,40.,,,,0,Ja,,,Västra Götalands län,,,,,,,"kalla NV register, check because from the teeth the seal looks older than 1 years old",Smögen,58.345873,11.183193,Nej,Ja,Nej,Ja,Nej,,,,,,,,,,
KS_2023_40,KS_2023_40,knubbsäl,Naturhistoriska Riksmuseet,2023-11-26,2023,Q4,11,Jakt,,,,Hane,115.,,3.1,,,0-9,Ja,,,Västra Götalands län,,,,,,,"tom mage, no oto. But some bones, crayfish remains.",,58.0861874,11.4425836,Nej,Ja,Nej,Ja,Nej,,,,,,,,,,
KS_2023_41,KS_2023_41,knubbsäl,Naturhistoriska Riksmuseet,2023-11-18,2023,Q4,11,Jakt,,,,Hane,125.,55.,4.3,,,10-49,Ja,,,Västra Götalands län,,,,,,,,,58.09803,11.655114,Nej,Ja,Nej,Ja,Nej,,,,,,,,,,
KS_2023_42,KS_2023_42,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2023_43,KS_2023_43,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2023_44,KS_2023_44,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2023_45,KS_2023_45,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2023_46,KS_2023_46,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2023_47,KS_2023_47,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2023_48,KS_2023_48,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_49,KS_2023_49,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_50,KS_2023_50,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_51,KS_2023_51,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_52,KS_2023_52,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_53,KS_2023_53,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_54,KS_2023_54,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_56,KS_2023_56,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_57,KS_2023_57,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_58,KS_2023_58,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_59,KS_2023_59,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_60,KS_2023_60,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_61,KS_2023_61,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_62,KS_2023_62,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_63,KS_2023_63,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_64,KS_2023_64,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_65,KS_2023_65,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_66,KS_2023_66,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_67,KS_2023_67,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_68,KS_2023_68,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_69,KS_2023_69,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_70,KS_2023_70,knubbsäl,Naturhistoriska Riksmuseet,2023-08-30,2023,Q3,08,Spillning,,,,,,,,,,,,,,Hallands län,,,,,,,"Abiotic conditions: Sun, air T= 20 C, wind from southwest, water T= 18 C",,57.266131,12.051602,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_71,KS_2023_71,knubbsäl,Naturhistoriska Riksmuseet,2023-09-17,2023,Q3,09,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,Hallands Väderö,56.434877,12.550757,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2023_72,KS_2023_72,knubbsäl,Naturhistoriska Riksmuseet,2023-09-17,2023,Q3,09,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,Hallands Väderö,56.434877,12.550757,Nej,Nej,Nej,Nej,Ja,,,,,,,,,,
KS_2023_73,KS_2023_73,knubbsäl,Naturhistoriska Riksmuseet,2023-09-17,2023,Q3,09,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,Hallands Väderö,56.434877,12.550757,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_74,KS_2023_74,knubbsäl,Naturhistoriska Riksmuseet,2023-09-17,2023,Q3,09,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,Hallands Väderö,56.434877,12.550757,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_75,KS_2023_75,knubbsäl,Naturhistoriska Riksmuseet,2023-09-17,2023,Q3,09,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,Hallands Väderö,56.434877,12.550757,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_76,KS_2023_76,knubbsäl,Naturhistoriska Riksmuseet,2023-09-17,2023,Q3,09,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,Hallands Väderö,56.434877,12.550757,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_77,KS_2023_77,knubbsäl,Naturhistoriska Riksmuseet,2023-09-17,2023,Q3,09,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,Hallands Väderö,56.434877,12.550757,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_78,KS_2023_78,knubbsäl,Naturhistoriska Riksmuseet,2023-09-17,2023,Q3,09,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,Hallands Väderö,56.434877,12.550757,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_79,KS_2023_79,knubbsäl,Naturhistoriska Riksmuseet,2023-09-17,2023,Q3,09,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,Hallands Väderö,56.434877,12.550757,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_80,KS_2023_80,knubbsäl,Naturhistoriska Riksmuseet,2023-09-17,2023,Q3,09,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,Hallands Väderö,56.434877,12.550757,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_81,KS_2023_81,knubbsäl,Naturhistoriska Riksmuseet,2023-09-17,2023,Q3,09,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,Hallands Väderö,56.434877,12.550757,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_82,KS_2023_82,knubbsäl,Naturhistoriska Riksmuseet,2023-09-17,2023,Q3,09,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,Hallands Väderö,56.434877,12.550757,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_83,KS_2023_83,knubbsäl,Naturhistoriska Riksmuseet,2023-09-17,2023,Q3,09,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,Hallands Väderö,56.434877,12.550757,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_84,KS_2023_84,knubbsäl,Naturhistoriska Riksmuseet,2023-09-17,2023,Q3,09,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,Hallands Väderö,56.434877,12.550757,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_85,KS_2023_85,knubbsäl,Naturhistoriska Riksmuseet,2023-09-17,2023,Q3,09,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,Hallands Väderö,56.434877,12.550757,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_86,KS_2023_86,knubbsäl,Naturhistoriska Riksmuseet,2023-09-17,2023,Q3,09,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,Hallands Väderö,56.434877,12.550757,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_87,KS_2023_87,knubbsäl,Naturhistoriska Riksmuseet,2023-09-17,2023,Q3,09,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,Hallands Väderö,56.434877,12.550757,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
KS_2023_88,KS_2023_88,knubbsäl,Naturhistoriska Riksmuseet,2023-09-17,2023,Q3,09,Spillning,,,,,,,,,,,,,,Skåne län,,,,,,,,Hallands Väderö,56.434877,12.550757,Nej,Nej,Nej,Nej,Nej,,,,,,,,,,
